,Latitude,Longitude,Name,Rating,Site Name,count of
2016,38.89,-77,Fort Davis Shopping Center,3.5,Union Station,20
2017,38.89,-77,Shops At the Gateway,NAN,Union Station,20
2018,38.89,-77,CityCenterDC,4.4,Union Station,20
2019,38.89,-77,Gallery Place,4.1,Union Station,20
2020,38.89,-77,DC USA,4.2,Union Station,20
2021,38.89,-77,Colonial Village Shopping Center,4,Union Station,20
2022,38.89,-77,Fashion Centre at Pentagon City,4.3,Union Station,20
2023,38.89,-77,L'Enfant Plaza,4,Union Station,20
2024,38.89,-77,Coral Hills Shopping Center,3.6,Union Station,20
2025,38.89,-77,Village at Shirlington,4.5,Union Station,20
2026,38.89,-77,Rhode Island Avenue Shopping Center,3.9,Union Station,20
2027,38.89,-77,Chillum Road Shopping Center,4,Union Station,20
2028,38.89,-77,The Shops at Park Village,3.7,Union Station,20
2029,38.89,-77,The Shops at Pershing,3.9,Union Station,20
2030,38.89,-77,City Vista,4.1,Union Station,20
2031,38.88,-76.97,Crystal City Shops at 1750,NAN,Hill-East Neighborhood,20
2032,38.88,-76.97,Shops At 2000 Penn,3.7,Hill-East Neighborhood,20
2033,38.88,-76.97,The Shops at Iverson,3.4,Hill-East Neighborhood,20
2034,38.88,-76.97,Crystal City Shops,4,Hill-East Neighborhood,20
2035,38.88,-76.97,Parkland Shopping Center,3.9,Hill-East Neighborhood,20
2036,38.88,-76.97,Walker Mill Square Shopping Center,3.5,Hill-East Neighborhood,20
2037,38.88,-76.97,Fort Davis Shopping Center,3.5,Hill-East Neighborhood,20
2038,38.88,-76.97,King Shopping Center,3.7,Hill-East Neighborhood,20
2039,38.88,-76.97,Shops At the Gateway,NAN,Hill-East Neighborhood,20
2040,38.88,-76.97,CityCenterDC,4.4,Hill-East Neighborhood,20
2041,38.88,-76.97,Gallery Place,4.1,Hill-East Neighborhood,20
2042,38.88,-76.97,Fairfax Village Shopping Center,3,Hill-East Neighborhood,20
2043,38.88,-76.97,DC USA,4.2,Hill-East Neighborhood,20
2044,38.88,-76.97,Fashion Centre at Pentagon City,4.3,Hill-East Neighborhood,20
2045,38.88,-76.97,L'Enfant Plaza,4,Hill-East Neighborhood,20
2046,38.88,-76.97,Coral Hills Shopping Center,3.6,Hill-East Neighborhood,20
2047,38.88,-76.97,Park & Shop,3.8,Hill-East Neighborhood,20
2048,38.88,-76.97,Rhode Island Avenue Shopping Center,3.9,Hill-East Neighborhood,20
2049,38.88,-76.97,Chillum Road Shopping Center,4,Hill-East Neighborhood,20
2050,38.88,-76.97,The Shops at Park Village,3.7,Hill-East Neighborhood,20
2051,38.91,-77.02,Crystal City Shops at 1750,NAN,Shaw-Howard University Area,20
2052,38.91,-77.02,Shops At 2000 Penn,3.7,Shaw-Howard University Area,20
2053,38.91,-77.02,Crystal City Shops,4,Shaw-Howard University Area,20
2054,38.91,-77.02,Shop Rite Shopping Center,3.9,Shaw-Howard University Area,20
2055,38.91,-77.02,Sam's Park & Shop,1,Shaw-Howard University Area,20
2056,38.91,-77.02,Fort Davis Shopping Center,3.5,Shaw-Howard University Area,20
2057,38.91,-77.02,Shops At the Gateway,NAN,Shaw-Howard University Area,20
2058,38.91,-77.02,The Shops at Wisconsin Place,4.3,Shaw-Howard University Area,20
2059,38.91,-77.02,CityCenterDC,4.4,Shaw-Howard University Area,20
2060,38.91,-77.02,Gallery Place,4.1,Shaw-Howard University Area,20
2061,38.91,-77.02,Ballston Quarter,3.1,Shaw-Howard University Area,20
2062,38.91,-77.02,DC USA,4.2,Shaw-Howard University Area,20
2063,38.91,-77.02,Colonial Village Shopping Center,4,Shaw-Howard University Area,20
2064,38.91,-77.02,Fashion Centre at Pentagon City,4.3,Shaw-Howard University Area,20
2065,38.91,-77.02,L'Enfant Plaza,4,Shaw-Howard University Area,20
2066,38.91,-77.02,Bradley Shopping Center,4.5,Shaw-Howard University Area,20
2067,38.91,-77.02,Village at Shirlington,4.5,Shaw-Howard University Area,20
2068,38.91,-77.02,Takoma Park Plaza,4.5,Shaw-Howard University Area,20
2069,38.91,-77.02,Rhode Island Avenue Shopping Center,3.9,Shaw-Howard University Area,20
2070,38.91,-77.02,Chillum Road Shopping Center,4,Shaw-Howard University Area,20
2071,34.1802,-118.6028,Woodland Hills Village Plaza Shopping Center,3.4,Warner Center West San Fernando Valley,20
2072,34.1802,-118.6028,Northridge Plaza Shopping Center,4.3,Warner Center West San Fernando Valley,20
2073,34.1802,-118.6028,Corbin Village Shopping Center,4.3,Warner Center West San Fernando Valley,20
2074,34.1802,-118.6028,Gateway Plaza,4.1,Warner Center West San Fernando Valley,20
2075,34.1802,-118.6028,Plaza Di Northridge,4.1,Warner Center West San Fernando Valley,20
2076,34.1802,-118.6028,Reseda Shopping Center,3,Warner Center West San Fernando Valley,20
2077,34.1802,-118.6028,Topanga Mall,4.7,Warner Center West San Fernando Valley,20
2078,34.1802,-118.6028,Fallbrook Center,4.2,Warner Center West San Fernando Valley,20
2079,34.1802,-118.6028,Westfield Topanga,4.5,Warner Center West San Fernando Valley,20
2080,34.1802,-118.6028,Tarzana Square Shopping Center,4,Warner Center West San Fernando Valley,20
2081,34.1802,-118.6028,Walnut Grove Shopping Center,4.2,Warner Center West San Fernando Valley,20
2082,34.1802,-118.6028,Parkway Calabasas Shopping Center,4.4,Warner Center West San Fernando Valley,20
2083,34.1802,-118.6028,Platt Village Shopping Center,4.3,Warner Center West San Fernando Valley,20
2084,34.1802,-118.6028,The Commons at Calabasas,4.5,Warner Center West San Fernando Valley,20
2085,34.1802,-118.6028,Northridge Fashion Center,4.4,Warner Center West San Fernando Valley,20
2086,34.1802,-118.6028,Village at Topanga,4.5,Warner Center West San Fernando Valley,20
2087,34.1802,-118.6028,Shop My Fair Lady,4.5,Warner Center West San Fernando Valley,20
2088,34.1802,-118.6028,The Sign Shop,NAN,Warner Center West San Fernando Valley,20
2089,34.1802,-118.6028,All American Sports Shop,4.5,Warner Center West San Fernando Valley,20
2090,34.1802,-118.6028,CPC : Ink & Thread Imprint Shop,5,Warner Center West San Fernando Valley,20
2091,34.4318,-118.5584,Lyons Station Shopping Center,4,New Hall Ranch Santa Clarita Valley,20
2092,34.4318,-118.5584,Tesoro Village Shopping Center,NAN,New Hall Ranch Santa Clarita Valley,20
2093,34.4318,-118.5584,Westfield Valencia Town Center,4.4,New Hall Ranch Santa Clarita Valley,20
2094,34.4318,-118.5584,Canyon Country Plaza,4.2,New Hall Ranch Santa Clarita Valley,20
2095,34.4318,-118.5584,Highridge Crossing,4.1,New Hall Ranch Santa Clarita Valley,20
2096,34.4318,-118.5584,Stevenson Ranch Plaza,4.4,New Hall Ranch Santa Clarita Valley,20
2097,34.4318,-118.5584,Hasley Canyon Village,4.3,New Hall Ranch Santa Clarita Valley,20
2098,34.4318,-118.5584,Valencia Marketplace,4.3,New Hall Ranch Santa Clarita Valley,20
2099,34.4318,-118.5584,Northpark Village Square,3.9,New Hall Ranch Santa Clarita Valley,20
2100,34.4318,-118.5584,Bouquet Center Shopping Center,4.2,New Hall Ranch Santa Clarita Valley,20
2101,34.4318,-118.5584,River Oaks Shopping Center,4.1,New Hall Ranch Santa Clarita Valley,20
2102,34.4318,-118.5584,Granary Square,4.3,New Hall Ranch Santa Clarita Valley,20
2103,34.4318,-118.5584,Valencia Crossroads,4.2,New Hall Ranch Santa Clarita Valley,20
2104,34.4318,-118.5584,Canyon Center,4.2,New Hall Ranch Santa Clarita Valley,20
2105,34.4318,-118.5584,Roger Dunn Golf Shops,4.4,New Hall Ranch Santa Clarita Valley,20
2106,34.4318,-118.5584,Active Ride Shop,3,New Hall Ranch Santa Clarita Valley,20
2107,34.4318,-118.5584,Love That Fluff Cloth Diaper Shop and Consignment,NAN,New Hall Ranch Santa Clarita Valley,20
2108,34.4318,-118.5584,Cobra Tactical Inc,4.7,New Hall Ranch Santa Clarita Valley,20
2109,34.4318,-118.5584,Cruz's Bridal,5,New Hall Ranch Santa Clarita Valley,20
2110,34.4318,-118.5584,Bath & Body Works,NAN,New Hall Ranch Santa Clarita Valley,20
2111,34.0885,-117.7702,Montclair Village Shopping Center,4.1,Pomona Fairplex,20
2112,34.0885,-117.7702,Puddingstone Shopping Center,4.2,Pomona Fairplex,20
2113,34.0885,-117.7702,Central Court Shopping Center,4.1,Pomona Fairplex,20
2114,34.0885,-117.7702,Garey Shopping Center,3.8,Pomona Fairplex,20
2115,34.0885,-117.7702,Arrow Plaza Shopping Center,4.2,Pomona Fairplex,20
2116,34.0885,-117.7702,North Hills Square Shopping Center,5,Pomona Fairplex,20
2117,34.0885,-117.7702,Ramona Town Center Shopping Center,3.8,Pomona Fairplex,20
2118,34.0885,-117.7702,Montclair East Shopping Center,4.3,Pomona Fairplex,20
2119,34.0885,-117.7702,Nisar's Shop,NAN,Pomona Fairplex,20
2120,34.0885,-117.7702,Claremont Village,4.1,Pomona Fairplex,20
2121,34.0885,-117.7702,Garey/Arrow Shopping Center,4.3,Pomona Fairplex,20
2122,34.0885,-117.7702,Glendora Marketplace Shopping Center,4.4,Pomona Fairplex,20
2123,34.0885,-117.7702,Claremont Promenade Shopping Center,4.2,Pomona Fairplex,20
2124,34.0885,-117.7702,Lone Hill Shopping Center,4.2,Pomona Fairplex,20
2125,34.0885,-117.7702,Claremont Heights Shopping Center,4.1,Pomona Fairplex,20
2126,34.0885,-117.7702,Rio Rancho Mall,3.8,Pomona Fairplex,20
2127,34.0885,-117.7702,Montclair Place,4.3,Pomona Fairplex,20
2128,34.0885,-117.7702,San Dimas Plaza,4.3,Pomona Fairplex,20
2129,34.0885,-117.7702,Rio Rancho Towne Center,4.3,Pomona Fairplex,20
2130,34.0885,-117.7702,The Men's Shop,5,Pomona Fairplex,20
2131,42.39,-71,Mercantile Mall Fine Shops & Restaurant,4.5,Suffolk Downs,20
2132,42.39,-71,Copley Place,4.3,Suffolk Downs,20
2133,42.39,-71,Adams Plaza Shopping Center,3.6,Suffolk Downs,20
2134,42.39,-71,Faneuil Hall Marketplace,4.5,Suffolk Downs,20
2135,42.39,-71,Assembly Row,4.5,Suffolk Downs,20
2136,42.39,-71,Prudential Center Boston,4.4,Suffolk Downs,20
2137,42.39,-71,CambridgeSide,4.3,Suffolk Downs,20
2138,42.39,-71,The Shops at Station Landing,4.1,Suffolk Downs,20
2139,42.39,-71,The Shops At Suffolk Downs,4,Suffolk Downs,20
2140,42.39,-71,Parkway Plaza Shopping Center,4.1,Suffolk Downs,20
2141,42.39,-71,South Bay Center,4.1,Suffolk Downs,20
2142,42.39,-71,Northgate Shopping Center,4.1,Suffolk Downs,20
2143,42.39,-71,Glendale Square Shopping Center,3.8,Suffolk Downs,20
2144,42.39,-71,The Corner Mall,4,Suffolk Downs,20
2145,42.39,-71,Square One Mall,4,Suffolk Downs,20
2146,42.39,-71,Twin City Plaza,4,Suffolk Downs,20
2147,42.39,-71,Meadow Glen Mall,4.1,Suffolk Downs,20
2148,42.39,-71,Gateway Center,4.2,Suffolk Downs,20
2149,42.39,-71,Fellsway Plaza,4.1,Suffolk Downs,20
2150,42.39,-71,Macy's,4.1,Suffolk Downs,20
2151,42.34,-71.03,Mercantile Mall Fine Shops & Restaurant,4.5,South Boston Waterfront,20
2152,42.34,-71.03,Copley Place,4.3,South Boston Waterfront,20
2153,42.34,-71.03,Faneuil Hall Marketplace,4.5,South Boston Waterfront,20
2154,42.34,-71.03,Porter Square Shopping Center,4.1,South Boston Waterfront,20
2155,42.34,-71.03,Assembly Row,4.5,South Boston Waterfront,20
2156,42.34,-71.03,Prudential Center Boston,4.4,South Boston Waterfront,20
2157,42.34,-71.03,CambridgeSide,4.3,South Boston Waterfront,20
2158,42.34,-71.03,Neponset Circle Shopping Center,3.8,South Boston Waterfront,20
2159,42.34,-71.03,The Shops at Station Landing,4.1,South Boston Waterfront,20
2160,42.34,-71.03,The Shops At Suffolk Downs,4,South Boston Waterfront,20
2161,42.34,-71.03,Parkway Plaza Shopping Center,4.1,South Boston Waterfront,20
2162,42.34,-71.03,American Legion Shopping Center,4,South Boston Waterfront,20
2163,42.34,-71.03,South Bay Center,4.1,South Boston Waterfront,20
2164,42.34,-71.03,Longwood Galleria,3.9,South Boston Waterfront,20
2165,42.34,-71.03,The Corner Mall,4,South Boston Waterfront,20
2166,42.34,-71.03,Twin City Plaza,4,South Boston Waterfront,20
2167,42.34,-71.03,Macy's,4.1,South Boston Waterfront,20
2168,42.34,-71.03,T.J. Maxx,4.1,South Boston Waterfront,20
2169,42.34,-71.03,Nordstrom Rack Newbury,4.1,South Boston Waterfront,20
2170,42.34,-71.03,The Garment District,4.3,South Boston Waterfront,20
2171,42.35,-71.05,Mercantile Mall Fine Shops & Restaurant,4.5,Downtown,20
2172,42.35,-71.05,Copley Place,4.3,Downtown,20
2173,42.35,-71.05,Faneuil Hall Marketplace,4.5,Downtown,20
2174,42.35,-71.05,Porter Square Shopping Center,4.1,Downtown,20
2175,42.35,-71.05,Assembly Row,4.5,Downtown,20
2176,42.35,-71.05,Prudential Center Boston,4.4,Downtown,20
2177,42.35,-71.05,CambridgeSide,4.3,Downtown,20
2178,42.35,-71.05,Neponset Circle Shopping Center,3.8,Downtown,20
2179,42.35,-71.05,The Shops at Station Landing,4.1,Downtown,20
2180,42.35,-71.05,The Shops At Suffolk Downs,4,Downtown,20
2181,42.35,-71.05,Parkway Plaza Shopping Center,4.1,Downtown,20
2182,42.35,-71.05,American Legion Shopping Center,4,Downtown,20
2183,42.35,-71.05,South Bay Center,4.1,Downtown,20
2184,42.35,-71.05,Glendale Square Shopping Center,3.8,Downtown,20
2185,42.35,-71.05,Longwood Galleria,3.9,Downtown,20
2186,42.35,-71.05,Fresh Pond Mall,3.9,Downtown,20
2187,42.35,-71.05,The Corner Mall,4,Downtown,20
2188,42.35,-71.05,Twin City Plaza,4,Downtown,20
2189,42.35,-71.05,Meadow Glen Mall,4.1,Downtown,20
2190,42.35,-71.05,Fellsway Plaza,4.1,Downtown,20
2191,42.34,-71.06,Mercantile Mall Fine Shops & Restaurant,4.5,South End,20
2192,42.34,-71.06,Copley Place,4.3,South End,20
2193,42.34,-71.06,Faneuil Hall Marketplace,4.5,South End,20
2194,42.34,-71.06,Porter Square Shopping Center,4.1,South End,20
2195,42.34,-71.06,Assembly Row,4.5,South End,20
2196,42.34,-71.06,Prudential Center Boston,4.4,South End,20
2197,42.34,-71.06,CambridgeSide,4.3,South End,20
2198,42.34,-71.06,Neponset Circle Shopping Center,3.8,South End,20
2199,42.34,-71.06,The Shops at Station Landing,4.1,South End,20
2200,42.34,-71.06,The Shops at Putterham,3.8,South End,20
2201,42.34,-71.06,The Shops At Suffolk Downs,4,South End,20
2202,42.34,-71.06,Parkway Plaza Shopping Center,4.1,South End,20
2203,42.34,-71.06,American Legion Shopping Center,4,South End,20
2204,42.34,-71.06,South Bay Center,4.1,South End,20
2205,42.34,-71.06,Longwood Galleria,3.9,South End,20
2206,42.34,-71.06,Fresh Pond Mall,3.9,South End,20
2207,42.34,-71.06,The Corner Mall,4,South End,20
2208,42.34,-71.06,Twin City Plaza,4,South End,20
2209,42.34,-71.06,Meadow Glen Mall,4.1,South End,20
2210,42.34,-71.06,Macy's,4.1,South End,20
2211,40.75,-74,The Shops at Columbus Circle,4.3,Hudson Yards,20
2212,40.75,-74,Fulton Mall,4.2,Hudson Yards,20
2213,40.75,-74,Manhattan Mall,3.9,Hudson Yards,20
2214,40.75,-74,Westfield World Trade Center,4.6,Hudson Yards,20
2215,40.75,-74,Soho mall,4.1,Hudson Yards,20
2216,40.75,-74,Atlantic Terminal Mall,4.1,Hudson Yards,20
2217,40.75,-74,Newport Centre,4.3,Hudson Yards,20
2218,40.75,-74,The Fulton Center,4.3,Hudson Yards,20
2219,40.75,-74,Shops At Lincoln Harbor,3.8,Hudson Yards,20
2220,40.75,-74,Tower Square,4.1,Hudson Yards,20
2221,40.75,-74,The Plaza at Harmon Meadow,4.3,Hudson Yards,20
2222,40.75,-74,Swan Plaza Shopping Center,3.8,Hudson Yards,20
2223,40.75,-74,The Atrium Shops and Cafes,3.9,Hudson Yards,20
2224,40.75,-74,Wing Fat Shopping Mall,2.2,Hudson Yards,20
2225,40.75,-74,Tonnelle Plaza Shopping Center,4.2,Hudson Yards,20
2226,40.75,-74,Brookfield Place,4.5,Hudson Yards,20
2227,40.75,-74,Empire Stores,4.4,Hudson Yards,20
2228,40.75,-74,Bronx Terminal Market,4.2,Hudson Yards,20
2229,40.75,-74,"Michael's, The Consignment Shop for Women",4.8,Hudson Yards,20
2230,40.75,-74,J.Crew The Ludlow Shop at 50 Hudson,4.2,Hudson Yards,20
2231,40.74,-73.94,The Shops at Atlas Park,4.3,Long Island City,20
2232,40.74,-73.94,The Shops at Columbus Circle,4.3,Long Island City,20
2233,40.74,-73.94,Fulton Mall,4.2,Long Island City,20
2234,40.74,-73.94,Manhattan Mall,3.9,Long Island City,20
2235,40.74,-73.94,Westfield World Trade Center,4.6,Long Island City,20
2236,40.74,-73.94,Soho mall,4.1,Long Island City,20
2237,40.74,-73.94,Atlantic Terminal Mall,4.1,Long Island City,20
2238,40.74,-73.94,The Fulton Center,4.3,Long Island City,20
2239,40.74,-73.94,Shops At Lincoln Harbor,3.8,Long Island City,20
2240,40.74,-73.94,Tower Square,4.1,Long Island City,20
2241,40.74,-73.94,Jackson Heights Shopping Center,4.1,Long Island City,20
2242,40.74,-73.94,LaGuardia Shopping Center,4,Long Island City,20
2243,40.74,-73.94,The Atrium Shops and Cafes,3.9,Long Island City,20
2244,40.74,-73.94,Wing Fat Shopping Mall,2.2,Long Island City,20
2245,40.74,-73.94,Queens Center,4.3,Long Island City,20
2246,40.74,-73.94,Brookfield Place,4.5,Long Island City,20
2247,40.74,-73.94,Empire Stores,4.4,Long Island City,20
2248,40.74,-73.94,"Michael's, The Consignment Shop for Women",4.8,Long Island City,20
2249,40.74,-73.94,J.Crew The Ludlow Shop at 50 Hudson,4.2,Long Island City,20
2250,40.74,-73.94,Edgewater City Place,4.4,Long Island City,20
2251,40.7,-73.98,The Shops at Columbus Circle,4.3,Brooklyn Tech Triangle,20
2252,40.7,-73.98,Fulton Mall,4.2,Brooklyn Tech Triangle,20
2253,40.7,-73.98,Manhattan Mall,3.9,Brooklyn Tech Triangle,20
2254,40.7,-73.98,Westfield World Trade Center,4.6,Brooklyn Tech Triangle,20
2255,40.7,-73.98,Soho mall,4.1,Brooklyn Tech Triangle,20
2256,40.7,-73.98,Atlantic Terminal Mall,4.1,Brooklyn Tech Triangle,20
2257,40.7,-73.98,Newport Centre,4.3,Brooklyn Tech Triangle,20
2258,40.7,-73.98,The Fulton Center,4.3,Brooklyn Tech Triangle,20
2259,40.7,-73.98,Shops At Lincoln Harbor,3.8,Brooklyn Tech Triangle,20
2260,40.7,-73.98,Tower Square,4.1,Brooklyn Tech Triangle,20
2261,40.7,-73.98,Jackson Heights Shopping Center,4.1,Brooklyn Tech Triangle,20
2262,40.7,-73.98,The Atrium Shops and Cafes,3.9,Brooklyn Tech Triangle,20
2263,40.7,-73.98,Wing Fat Shopping Mall,2.2,Brooklyn Tech Triangle,20
2264,40.7,-73.98,Brookfield Place,4.5,Brooklyn Tech Triangle,20
2265,40.7,-73.98,Empire Stores,4.4,Brooklyn Tech Triangle,20
2266,40.7,-73.98,J.Crew The Ludlow Shop at 50 Hudson,4.2,Brooklyn Tech Triangle,20
2267,40.7,-73.98,Newport Plaza,4.3,Brooklyn Tech Triangle,20
2268,40.7,-73.98,Metro Mall-Middle Village,4,Brooklyn Tech Triangle,20
2269,40.7,-73.98,Canarsie Plaza,4.1,Brooklyn Tech Triangle,20
2270,40.7,-73.98,Monk Vintage,4.2,Brooklyn Tech Triangle,20
2271,40.7,-74.01,The Shops at Columbus Circle,4.3,Financial District,20
2272,40.7,-74.01,Fulton Mall,4.2,Financial District,20
2273,40.7,-74.01,Manhattan Mall,3.9,Financial District,20
2274,40.7,-74.01,Westfield World Trade Center,4.6,Financial District,20
2275,40.7,-74.01,Soho mall,4.1,Financial District,20
2276,40.7,-74.01,Atlantic Terminal Mall,4.1,Financial District,20
2277,40.7,-74.01,Newport Centre,4.3,Financial District,20
2278,40.7,-74.01,The Fulton Center,4.3,Financial District,20
2279,40.7,-74.01,Shops At Lincoln Harbor,3.8,Financial District,20
2280,40.7,-74.01,Stadium Plaza Shopping Center,4.1,Financial District,20
2281,40.7,-74.01,The Atrium Shops and Cafes,3.9,Financial District,20
2282,40.7,-74.01,Wing Fat Shopping Mall,2.2,Financial District,20
2283,40.7,-74.01,Brookfield Place,4.5,Financial District,20
2284,40.7,-74.01,Empire Stores,4.4,Financial District,20
2285,40.7,-74.01,J.Crew The Ludlow Shop at 50 Hudson,4.2,Financial District,20
2286,40.7,-74.01,Newport Plaza,4.3,Financial District,20
2287,40.7,-74.01,South Cove Commons,4.1,Financial District,20
2288,40.7,-74.01,Monk Vintage,4.2,Financial District,20
2289,40.7,-74.01,The Body Shop,5,Financial District,20
2290,40.7,-74.01,Vivi Girl Shop,5,Financial District,20
2291,41.91,-87.64,The Shops at North Bridge,4.3,Lincoln Yards,20
2292,41.91,-87.64,NORTH BRIDGE SHOPS,2,Lincoln Yards,20
2293,41.91,-87.64,900 North Michigan Shops,4.4,Lincoln Yards,20
2294,41.91,-87.64,Roosevelt Collection Shops,4.4,Lincoln Yards,20
2295,41.91,-87.64,Water Tower Place,4.5,Lincoln Yards,20
2296,41.91,-87.64,Block 37,4.3,Lincoln Yards,20
2297,41.91,-87.64,NEWCITY,4.3,Lincoln Yards,20
2298,41.91,-87.64,Addison Mall,4.1,Lincoln Yards,20
2299,41.91,-87.64,Riverview Plaza,3.9,Lincoln Yards,20
2300,41.91,-87.64,Diversey Halsted Shopping Center,4,Lincoln Yards,20
2301,41.91,-87.64,Foundry Shopping Center,3.8,Lincoln Yards,20
2302,41.91,-87.64,Albany Park Shopping Center,3.8,Lincoln Yards,20
2303,41.91,-87.64,Nordstrom Rack The Shops at State and Washington,4.1,Lincoln Yards,20
2304,41.91,-87.64,Greenheart Shop,4.9,Lincoln Yards,20
2305,41.91,-87.64,Pointe At Clark St,4.1,Lincoln Yards,20
2306,41.91,-87.64,Southgate Market,4.3,Lincoln Yards,20
2307,41.91,-87.64,Riverpoint Center,4.1,Lincoln Yards,20
2308,41.91,-87.64,The Maxwell,4.3,Lincoln Yards,20
2309,41.91,-87.64,Riverfront Plaza,4.2,Lincoln Yards,20
2310,41.91,-87.64,Three Stars Resale Shop,4.9,Lincoln Yards,20
2311,41.89,-87.64,The Shops at North Bridge,4.3,The River District,20
2312,41.89,-87.64,NORTH BRIDGE SHOPS,2,The River District,20
2313,41.89,-87.64,900 North Michigan Shops,4.4,The River District,20
2314,41.89,-87.64,Roosevelt Collection Shops,4.4,The River District,20
2315,41.89,-87.64,Water Tower Place,4.5,The River District,20
2316,41.89,-87.64,Block 37,4.3,The River District,20
2317,41.89,-87.64,NEWCITY,4.3,The River District,20
2318,41.89,-87.64,Lake Meadows Shopping Center,4,The River District,20
2319,41.89,-87.64,Addison Mall,4.1,The River District,20
2320,41.89,-87.64,Riverview Plaza,3.9,The River District,20
2321,41.89,-87.64,Diversey Halsted Shopping Center,4,The River District,20
2322,41.89,-87.64,Foundry Shopping Center,3.8,The River District,20
2323,41.89,-87.64,Nordstrom Rack The Shops at State and Washington,4.1,The River District,20
2324,41.89,-87.64,Greenheart Shop,4.9,The River District,20
2325,41.89,-87.64,Pointe At Clark St,4.1,The River District,20
2326,41.89,-87.64,Southgate Market,4.3,The River District,20
2327,41.89,-87.64,Riverpoint Center,4.1,The River District,20
2328,41.89,-87.64,The Maxwell,4.3,The River District,20
2329,41.89,-87.64,Riverfront Plaza,4.2,The River District,20
2330,41.89,-87.64,Three Stars Resale Shop,4.9,The River District,20
2331,41.88,-87.65,The Shops at North Bridge,4.3,Futton Market,20
2332,41.88,-87.65,NORTH BRIDGE SHOPS,2,Futton Market,20
2333,41.88,-87.65,900 North Michigan Shops,4.4,Futton Market,20
2334,41.88,-87.65,Roosevelt Collection Shops,4.4,Futton Market,20
2335,41.88,-87.65,Water Tower Place,4.5,Futton Market,20
2336,41.88,-87.65,Block 37,4.3,Futton Market,20
2337,41.88,-87.65,NEWCITY,4.3,Futton Market,20
2338,41.88,-87.65,Lake Meadows Shopping Center,4,Futton Market,20
2339,41.88,-87.65,Addison Mall,4.1,Futton Market,20
2340,41.88,-87.65,Riverview Plaza,3.9,Futton Market,20
2341,41.88,-87.65,Diversey Halsted Shopping Center,4,Futton Market,20
2342,41.88,-87.65,Foundry Shopping Center,3.8,Futton Market,20
2343,41.88,-87.65,Nordstrom Rack The Shops at State and Washington,4.1,Futton Market,20
2344,41.88,-87.65,Greenheart Shop,4.9,Futton Market,20
2345,41.88,-87.65,Pointe At Clark St,4.1,Futton Market,20
2346,41.88,-87.65,Southgate Market,4.3,Futton Market,20
2347,41.88,-87.65,Yards Plaza,4,Futton Market,20
2348,41.88,-87.65,Riverpoint Center,4.1,Futton Market,20
2349,41.88,-87.65,The Maxwell,4.3,Futton Market,20
2350,41.88,-87.65,Riverfront Plaza,4.2,Futton Market,20
2351,41.87,-87.63,The Shops at North Bridge,4.3,City Center Campus,20
2352,41.87,-87.63,NORTH BRIDGE SHOPS,2,City Center Campus,20
2353,41.87,-87.63,900 North Michigan Shops,4.4,City Center Campus,20
2354,41.87,-87.63,The Shops at Millennium Station,NAN,City Center Campus,20
2355,41.87,-87.63,Roosevelt Collection Shops,4.4,City Center Campus,20
2356,41.87,-87.63,Water Tower Place,4.5,City Center Campus,20
2357,41.87,-87.63,Block 37,4.3,City Center Campus,20
2358,41.87,-87.63,NEWCITY,4.3,City Center Campus,20
2359,41.87,-87.63,Lake Meadows Shopping Center,4,City Center Campus,20
2360,41.87,-87.63,Dorchester Commons Shopping Center,3.9,City Center Campus,20
2361,41.87,-87.63,Diversey Halsted Shopping Center,4,City Center Campus,20
2362,41.87,-87.63,Foundry Shopping Center,3.8,City Center Campus,20
2363,41.87,-87.63,Nordstrom Rack The Shops at State and Washington,4.1,City Center Campus,20
2364,41.87,-87.63,Greenheart Shop,4.9,City Center Campus,20
2365,41.87,-87.63,Pointe At Clark St,4.1,City Center Campus,20
2366,41.87,-87.63,Riverview Plaza,3.9,City Center Campus,20
2367,41.87,-87.63,Southgate Market,4.3,City Center Campus,20
2368,41.87,-87.63,Yards Plaza,4,City Center Campus,20
2369,41.87,-87.63,Riverpoint Center,4.1,City Center Campus,20
2370,41.87,-87.63,Harper court,4.4,City Center Campus,20
2371,41.87,-87.62,The Shops at North Bridge,4.3,The Downtown District,20
2372,41.87,-87.62,NORTH BRIDGE SHOPS,2,The Downtown District,20
2373,41.87,-87.62,900 North Michigan Shops,4.4,The Downtown District,20
2374,41.87,-87.62,The Shops at Millennium Station,NAN,The Downtown District,20
2375,41.87,-87.62,Roosevelt Collection Shops,4.4,The Downtown District,20
2376,41.87,-87.62,Water Tower Place,4.5,The Downtown District,20
2377,41.87,-87.62,Block 37,4.3,The Downtown District,20
2378,41.87,-87.62,NEWCITY,4.3,The Downtown District,20
2379,41.87,-87.62,Lake Meadows Shopping Center,4,The Downtown District,20
2380,41.87,-87.62,Dorchester Commons Shopping Center,3.9,The Downtown District,20
2381,41.87,-87.62,Diversey Halsted Shopping Center,4,The Downtown District,20
2382,41.87,-87.62,Foundry Shopping Center,3.8,The Downtown District,20
2383,41.87,-87.62,Nordstrom Rack The Shops at State and Washington,4.1,The Downtown District,20
2384,41.87,-87.62,Greenheart Shop,4.9,The Downtown District,20
2385,41.87,-87.62,Pointe At Clark St,4.1,The Downtown District,20
2386,41.87,-87.62,Riverview Plaza,3.9,The Downtown District,20
2387,41.87,-87.62,Southgate Market,4.3,The Downtown District,20
